dataset,model_id,item_block,RMSSE,WAPE,MAE,nodes
Favorita,itransformer,item_block_13,0.7078969824023609,0.3864040496304982,23.38255209771414,3
Favorita,itransformer,item_block_14,0.4555932861296798,2.18038790981469,1.2335260347635657,3
Favorita,itransformer,item_block_15,0.864971476992653,0.6169646039829786,1.9510492482197979,3
Favorita,itransformer,item_block_16,0.4232925162111925,5.202743346683546,1.8556550100209221,3
Favorita,itransformer,item_block_17,0.1890904917153728,0.4361885667897688,4.144650856969218,3
Favorita,itransformer,item_block_18,0.769722259098343,0.5468029367025937,25.629238938213025,3
Favorita,itransformer,item_block_19,0.48329184499559463,0.457061517721946,3.6036070153196023,3
Favorita,itransformer,item_block_20,0.34970148090447567,0.8466202260488048,2.984558773852845,3
Favorita,itransformer,item_block_21,0.5124034632318258,0.5985192491686435,1.788697991421614,3
Favorita,itransformer,item_block_22,0.5172583633561452,0.6492193316927717,5.671779342744717,3
Favorita,itransformer,item_block_23,0.6618196389083131,0.7433714526694721,2.702719229396689,3
Favorita,itransformer,item_block_24,0.18612989993092804,0.6533990583990403,2.17705818916124,3
Favorita,itransformer,item_block_25,0.6462198299360354,0.32816972860048127,4.4717056574644864,3
Favorita,itransformer,item_block_26,0.6483350610905106,0.805883930457111,1.6455095998509222,3
Favorita,itransformer,item_block_27,0.5556679501641255,0.5864323377829989,5.938604217988473,3
Favorita,itransformer,item_block_28,0.7327065671416864,0.42629107920936066,3.9379951496603627,3
Favorita,itransformer,item_block_29,0.9197987338703342,0.4268221825712522,4.812428768665071,3
Favorita,mage_native,item_block_00,0.5659456332998047,0.5811210308193877,12.812224288466117,3
Favorita,mage_native,item_block_01,1.4760425470417846,0.5936480155072814,5.588276301111494,3
Favorita,mage_native,item_block_02,0.7773637850336288,0.6495222163105073,1.5017930224449154,3
Favorita,mage_native,item_block_03,0.6061703993440578,0.323161697893797,84.76295220158089,3
Favorita,mage_native,item_block_04,0.5077413426335928,0.7178194858608393,3.266821484795954,3
Favorita,mage_native,item_block_05,0.5705430758925639,0.6587686006703137,4.5771194519820035,3
Favorita,mage_native,item_block_06,1.3432452331703086,0.5903220304134967,11.276955002830142,3
Favorita,mage_native,item_block_07,2.524863481171249,0.6904902100271081,12.01672744435608,3
Favorita,mage_native,item_block_08,1.2850102608359302,0.7024565144767443,8.80011163273501,3
Favorita,mage_native,item_block_09,0.8430166244340559,0.5148730001942774,4.1227906135024215,3
Favorita,mage_native,item_block_10,1.0709956819048414,0.7921496224120902,4.473865071804356,3
Favorita,mage_native,item_block_11,0.397254273149841,0.9632126342383833,4.316412390336005,3
Favorita,mage_native,item_block_12,1.0199231221731975,0.32277495091176195,27.284441388473308,3
Favorita,mage_native,item_block_13,0.6801886500104762,0.36722853311816084,22.12923605984481,3
Favorita,mage_native,item_block_14,0.3885824988066727,1.3495799564493902,0.9566450234528424,3
Favorita,mage_native,item_block_15,0.841832584493273,0.5836831759725234,1.8480700572568272,3
Favorita,mage_native,item_block_16,0.4006013400494795,2.0874122864580253,1.5863551049062934,3
Favorita,mage_native,item_block_17,0.188345998220365,0.4489296056825427,4.119481727559731,3
Favorita,mage_native,item_block_18,0.6987794359532562,0.4846426070245187,22.29951352859655,3
Favorita,mage_native,item_block_19,0.4646119002150754,0.439379712420508,3.465140512696019,3
Favorita,mage_native,item_block_20,0.34108933780829914,0.7890488439848823,2.829688440515566,3
Favorita,mage_native,item_block_21,0.5246904767240906,0.5972948499567837,1.7835766942136817,3
